sentiment,importance,category,affected_tickers,original_index,publish_date
-0.7,7,"['дивиденды', 'компания', 'финансы']",['VTBR'],2951,2020-08-06 12:10:00
-0.3,7,"['компания', 'дивиденды', 'финансы']","['GAZP', 'VTBR']",2948,2020-08-06 11:00:00
0.7,8,"['компания', 'сектор', 'макроэкономика', 'рейтинги/аналитика']",['GAZP'],10762,2021-10-08 20:47:44
-0.7,7,"['дивиденды', 'финансы', 'компания']",['VTBR'],2949,2020-08-06 11:30:00
0.8,7,"['компания', 'дивиденды', 'рейтинги/аналитика']",['T'],20557,2024-02-09 21:05:37
0.5,8,"['компания', 'регуляция', 'санкции']",['ALRS'],14722,2022-04-08 12:58:42
0.8,7,"['компания', 'продукт/контракты/инновации']",['GMKN'],6876,2021-04-19 09:43:01
-0.2,7,"['компания', 'финансы', 'сектор']",['AFLT'],2955,2020-08-06 14:25:00
0.2,7,"['макроэкономика', 'геополитика', 'судебные/регуляторные/санкции']",[],6875,2021-04-19 09:40:00
0.5,7,"['отчётность/доходы', 'компания']",['ALRS'],10763,2021-10-08 21:01:39
-0.8,8,"['компания', 'санкции', 'геополитика']",['ALRS'],14723,2022-04-08 13:21:36
-0.2,7,"['санкции', 'геополитика', 'компания']","['ALRS', 'MTSS']",14721,2022-04-08 11:35:00
0.0,5,"['компания', 'отчётность/доходы']",['ROSN'],6873,2021-04-19 09:35:00
0.5,7,"['компания', 'сектор', 'геополитика']",['ROSN'],14724,2022-04-08 14:45:00
0.5,7,"['компания', 'финансы']",['PLZL'],20555,2024-02-09 15:02:00
0.3,7,"['макроэкономика', 'сектор', 'компания']","['GAZP', 'GMKN']",10764,2021-10-11 09:30:00
0.5,7,"['отчётность/доходы', 'финансы']",['VTBR'],6877,2021-04-19 09:45:00
0.7,8,"['дивиденды', 'компания']",['ROSN'],10766,2021-10-11 09:45:00
0.5,8,"['макроэкономика', 'геополитика', 'сектор']",['GAZP'],10752,2021-10-08 13:52:39
1.0,7,"['компания', 'финансы']",['SIBN'],14719,2022-04-08 10:27:00
0.0,7,"['компания', 'корпоративные события']",['SIBN'],20560,2024-02-10 02:07:13
0.5,7,"['компания', 'финансы', 'отчётность/доходы', 'рейтинги/аналитика']",['GAZP'],10760,2021-10-08 19:51:58
0.7,7,"['макроэкономика', 'сектор']","['GAZP', 'GMKN']",10768,2021-10-11 09:50:00
0.7,8,"['компания', 'отчётность/доходы', 'сектор']",['CHMF'],6878,2021-04-19 10:10:00
-0.8,8,"['отчётность/доходы', 'финансы']",['VTBR'],2953,2020-08-06 14:05:00
-0.5,7,"['отчётность/доходы', 'финансы']",['VTBR'],2952,2020-08-06 13:45:00
0.5,7,"['финансы', 'компания']",['GMKN'],20556,2024-02-09 16:20:00
0.2,7,"['сектор', 'финансы', 'дивиденды', 'геополитика']","['VTBR', 'NVTK', 'AFLT', 'SBER', 'ROSNEFT']",24482,2025-05-02 17:15:00
1.0,8,"['компания', 'отчётность/доходы', 'финансы']",['VTBR'],6882,2021-04-19 11:13:44
0.5,7,"['слияния/поглощения/корпоративные события', 'компания']",['NL0009805522'],20559,2024-02-10 02:06:00
0.5,7,"['дивиденды', 'компания']","['SBER', 'VTBR']",2954,2020-08-06 14:15:00
0.0,5,"['сектор', 'регуляция']",['MOEX'],6881,2021-04-19 10:45:24
1.0,8,"['дивиденды', 'компания']",['GMKN'],20561,2024-02-11 02:03:44
1.0,8,"['дивиденды', 'компания']",['GMKN'],20558,2024-02-10 02:05:55
0.3,7,"['компания', 'отчётность/доходы', 'продукт/контракты/инновации']",[],24484,2025-05-02 19:11:58
-0.1,6,"['компания', 'сектор']",['GMKN'],2957,2020-08-06 15:45:00
-0.2,6,"['компания', 'отчётность/доходы']",['ALRS'],10772,2021-10-11 11:09:27
0.8,8,"['компания', 'отчётность/доходы', 'финансы']",['VTBR'],6879,2021-04-19 10:20:00
0.8,7,"['финансы', 'сектор', 'дивиденды']",['T'],24483,2025-05-02 19:10:55
0.5,7,"['финансы', 'продукт/контракты/инновации']",['VTBR'],20564,2024-02-12 11:46:00
0.8,7,"['дивиденды', 'финансы']",[],20562,2024-02-11 14:05:04
-0.7,7,"['компания', 'отчётность/доходы', 'дивиденды', 'финансы']","['VTBR', 'SBER']",2958,2020-08-06 16:00:00
0.5,7,"['компания', 'финансы', 'продукт/контракты/инновации']",[],2960,2020-08-06 17:25:00
0.8,8,"['компания', 'слияния/поглощения/корпоративные события']",['SIBN'],10770,2021-10-11 10:40:00
0.5,7,"['финансы', 'регуляция', 'продукт/контракты/инновации']","['SBER', 'GMKN']",2959,2020-08-06 17:00:00
0.5,6,"['компания', 'геополитика']","['SBER', 'GAZP', 'PLZL', 'SIBN']",24488,2025-05-03 19:29:49
0.7,7,"['макроэкономика', 'компания', 'дивиденды', 'сектор']",['MTSS'],10769,2021-10-11 10:10:45
0.7,7,"['компания', 'слияния/поглощения/корпоративные события']",['VTBR'],10775,2021-10-11 11:35:29
0.8,7,"['компания', 'сектор', 'отчётность/доходы']",['ALRS'],6885,2021-04-19 11:30:00
-0.5,7,"['компания', 'финансы']",['AFLT'],2965,2020-08-07 09:45:00
-0.5,7,"['геополитика', 'дивиденды', 'отчётность/доходы', 'события/форс-мажор']","['GAZP', 'VTBR', 'MAGN']",24487,2025-05-03 15:04:37
0.7,7,"['макроэкономика', 'финансы']","['MOEX', 'SIBN', 'ROS']",10773,2021-10-11 11:19:56
0.8,7,"['компания', 'сектор', 'продукт/контракты/инновации']","['SIBN', 'GAZP']",6880,2021-04-19 10:38:53
0.5,6,"['компания', 'отчётность/доходы']",['ALRS'],10765,2021-10-11 09:30:00
0.5,7,"['компания', 'финансы', 'слияния/поглощения/корпоративные события']",['PLZL'],2962,2020-08-06 20:59:07
0.2,6,"['компания', 'финансы']",['GAZP'],20565,2024-02-12 14:28:00
0.5,7,"['финансы', 'продукт/контракты/инновации']",[],20567,2024-02-12 16:05:40
-0.2,7,"['компания', 'отчётность/доходы', 'дивиденды']",['NVTK'],20568,2024-02-12 16:36:00
-0.6,7,"['компания', 'финансы']",['AFLT'],2961,2020-08-06 17:30:00
-0.2,6,"['макроэкономика', 'финансы']","['SBER', 'MOEX']",2966,2020-08-07 09:50:00
0.7,6,"['финансы', 'продукт/контракты/инновации']",['MOEX'],6887,2021-04-19 12:19:37
0.2,7,"['отчётность/доходы', 'финансы']","['VTBR', 'SBER']",2963,2020-08-06 21:00:58
0.0,7,"['макроэкономика', 'сектор', 'геополитика']",['GAZP'],10767,2021-10-11 09:45:00
0.0,7,"['слияния/поглощения/корпоративные события', 'компания']",[],20566,2024-02-12 15:35:52
0.3,7,"['геополитика', 'финансы', 'дивиденды']",['VTBR'],24495,2025-05-05 09:10:00
0.7,8,"['компания', 'регуляция', 'дивиденды', 'финансы']","['GMKN', 'RUAL']",10780,2021-10-11 14:45:00
0.5,7,"['компания', 'отчётность/доходы', 'финансы', 'конкуренция/рыночная доля']",['VTBR'],24489,2025-05-03 20:25:00
0.0,6,"['компания', 'финансы', 'конкуренция/рыночная доля']",['SBER'],2956,2020-08-06 15:30:00
0.0,5,"['регуляция', 'события/форс-мажор']",['MOEX'],10778,2021-10-11 13:34:41
0.7,6,"['компания', 'дивиденды']","['PIK', 'SBER', 'SIBN', 'PLZL', 'T', 'GAZP']",24490,2025-05-04 10:37:37
0.5,7,"['геополитика', 'макроэкономика']","['GAZP', 'NVTK']",10774,2021-10-11 11:35:15
-0.2,7,"['отчётность/доходы', 'финансы', 'дивиденды']",['VTBR'],2964,2020-08-07 09:20:00
0.5,7,"['компания', 'финансы', 'аналитика']","['MGNT', 'GAZP', 'GMKN', 'SBER']",10771,2021-10-11 11:00:00
0.7,8,"['геополитика', 'сектор']","['AFLT', 'NVTK', 'SIBN', 'GAZP']",24491,2025-05-04 12:44:34
0.8,7,"['компания', 'продукт/контракты/инновации']",['RUAL'],6884,2021-04-19 11:24:49
0.7,6,"['макроэкономика', 'геополитика', 'сектор']","['SIBN', 'GAZP', 'AFLT']",24492,2025-05-04 19:20:22
0.5,7,"['финансы', 'продукт/контракты/инновации']","['VTBR', 'MOEX']",10776,2021-10-11 11:46:00
0.8,7,"['компания', 'отчётность/доходы', 'рейтинги/аналитика']",['T'],24493,2025-05-04 23:06:43
0.8,7,"['компания', 'продукт/контракты/инновации']",['LKOH'],10777,2021-10-11 12:21:23
0.8,8,"['компания', 'дивиденды', 'финансы']",['MTSS'],6886,2021-04-19 12:00:00
-0.7,8,"['геополитика', 'финансы']",[],6890,2021-04-19 13:15:00
-0.3,7,"['компания', 'финансы']",['AFLT'],2969,2020-08-07 10:40:00
0.5,7,"['дивиденды', 'компания', 'финансы']",['MTSS'],6888,2021-04-19 12:30:00
0.5,7,"['регуляция', 'финансы', 'компания']",['VTBR'],20563,2024-02-12 10:28:00
0.8,7,"['компания', 'дивиденды', 'рейтинги/аналитика']",['T'],20569,2024-02-12 17:06:31
0.5,7,"['компания', 'финансы']",['AFLT'],20570,2024-02-12 17:59:00
0.2,6,"['финансы', 'продукт/контракты/инновации']",['VTBR'],6883,2021-04-19 11:14:00
0.5,7,"['дивиденды', 'отчётность/доходы', 'компания']","['T', 'PHOR']",24494,2025-05-05 09:00:01
-0.7,8,"['геополитика', 'регуляция', 'санкции']",['GAZP'],24485,2025-05-03 10:07:14
0.5,7,"['дивиденды', 'компания', 'сектор']",[],24498,2025-05-05 10:35:00
0.3,6,"['компания', 'геополитика', 'дивиденды']","['GAZP', 'SBER', 'ROSН', 'SIBN']",24486,2025-05-03 10:27:05
0.8,8,"['компания', 'финансы', 'отчётность/доходы', 'дивиденды']",['CHMF'],6893,2021-04-19 14:15:00
0.7,7,"['сектор', 'макроэкономика']",[],10779,2021-10-11 14:23:57
0.5,7,"['компания', 'отчётность/доходы', 'финансы']",['ALRS'],6889,2021-04-19 12:45:00
-0.6,8,"['геополитика', 'компания', 'дивиденды', 'отчётность/доходы']",['GAZP'],24496,2025-05-05 09:35:00
-0.5,7,"['компания', 'сектор', 'отчётность/доходы']",['CHMF'],24499,2025-05-05 10:45:00
0.0,7,"['компания', 'слияния/поглощения/корпоративные события']",['AFLT'],2972,2020-08-07 11:09:17
0.8,8,"['компания', 'отчётность/доходы', 'финансы']",['SBER'],2967,2020-08-07 10:04:16
0.8,7,"['сектор', 'рейтинги/аналитика']",['T'],20572,2024-02-12 19:05:32
0.8,8,"['макроэкономика', 'сектор']","['GAZP', 'SIBN', 'LKOH', 'MOEX']",10782,2021-10-11 15:04:54
0.0,6,"['компания', 'корпоративные события']",['NL0009805522'],20578,2024-02-13 02:07:57
0.5,7,"['компания', 'менеджмент/кадровые изменения']",['GMKN'],2968,2020-08-07 10:06:24
0.7,7,"['компания', 'продукт/контракты/инновации']",['ALRS'],6896,2021-04-19 15:27:27
0.7,7,"['сектор', 'финансы']",['MOEX'],10783,2021-10-11 16:07:43
0.5,7,"['компания', 'дивиденды']",['T'],20573,2024-02-12 21:05:24
-0.6,7,"['компания', 'отчётность/доходы']",['LKOH'],2977,2020-08-07 13:34:11
0.5,8,"['слияния/поглощения/корпоративные события', 'компания']",['NL0009805522'],20577,2024-02-13 02:07:55
0.0,6,"['компания', 'слияния/поглощения/корпоративные события']",['NL0009805522'],20579,2024-02-13 02:08:58
-0.6,7,"['компания', 'отчётность/доходы', 'геополитика']",['AFLT'],24505,2025-05-05 12:30:38
0.7,8,"['компания', 'дивиденды', 'отчётность/доходы']",['MTSS'],6895,2021-04-19 15:05:00
0.8,7,"['компания', 'отчётность/доходы', 'рейтинги/аналитика']",['T'],24481,2025-05-02 17:11:02
0.2,6,"['компания', 'финансы', 'продукт/контракты/инновации']",['T'],20574,2024-02-12 21:05:48
0.8,8,"['сектор', 'компания']",['RUAL'],10784,2021-10-11 16:35:00
0.2,6,"['финансы', 'компания']",['VTBR'],2976,2020-08-07 12:09:00
0.8,8,"['макроэкономика', 'сектор', 'компания', 'отчётность/доходы']","['GAZP', 'GMKN', 'ROSН']",10781,2021-10-11 14:54:28
0.7,8,"['компания', 'отчётность/доходы', 'сектор']",['CHMF'],6892,2021-04-19 13:50:00
1.0,8,"['дивиденды', 'компания']",['CHMF'],10787,2021-10-11 18:52:39
0.0,7,"['слияния/поглощения/корпоративные события', 'компания']",[],20580,2024-02-13 10:15:08
0.2,7,"['компания', 'финансы', 'слияния/поглощения/корпоративные события']",['AFLT'],2973,2020-08-07 11:15:00
0.0,5,"['компания', 'корпоративные события']",['NVTK'],20576,2024-02-13 02:04:13
0.7,8,"['компания', 'отчётность/доходы', 'финансы']",['GAZP'],24500,2025-05-05 11:10:00
0.7,7,"['слияния/поглощения/корпоративные события', 'регуляция', 'компания']",['MGNT'],24504,2025-05-05 11:54:47
0.8,8,"['макроэкономика', 'геополитика', 'финансы']",[],24501,2025-05-05 11:30:00
0.8,7,"['компания', 'слияния/поглощения/корпоративные события', 'продукт/контракты/инновации']",['SBER'],6901,2021-04-19 17:00:02
-0.5,7,"['компания', 'отчётность/доходы', 'дивиденды']","['VTBR', 'AFLT']",2974,2020-08-07 11:41:02
0.8,8,"['дивиденды', 'компания']",['MTSS'],6894,2021-04-19 14:45:00
0.5,7,"['компания', 'отчётность/доходы']",['NVTK'],10785,2021-10-11 17:23:38
0.7,8,"['компания', 'отчётность/доходы', 'дивиденды']",['ALRS'],6898,2021-04-19 16:45:00
-0.7,7,"['макроэкономика', 'геополитика', 'финансы']",['MOEX'],24497,2025-05-05 09:49:44
0.0,5,"['менеджмент/кадровые изменения', 'компания']",['AFLT'],6899,2021-04-19 16:50:59
-0.5,7,"['отчётность/доходы', 'финансы']",['VTBR'],2970,2020-08-07 10:41:01
-0.5,7,"['макроэкономика', 'компания', 'сектор']","['ALRS', 'MOEX']",2978,2020-08-07 13:45:00
-0.3,7,"['макроэкономика', 'сектор']","['ROSN', 'SBER', 'VTBR']",10790,2021-10-12 09:29:05
0.5,7,"['финансы', 'продукт/контракты/инновации']",['VTBR'],20581,2024-02-13 11:40:00
1.0,8,"['компания', 'продукт/контракты/инновации']",['ALRS'],2979,2020-08-07 15:26:21
0.5,7,"['компания', 'финансы']",['GAZP'],20582,2024-02-13 15:16:00
0.5,7,"['финансы', 'компания']",['VTBR'],24502,2025-05-05 11:48:00
-0.5,7,"['макроэкономика', 'отчётность/доходы']","['JPM', 'BAC', 'MS', 'C', 'GS']",10793,2021-10-12 09:45:00
-0.7,9,"['регуляция', 'геополитика', 'сектор']","['GAZP', 'NVTK']",24506,2025-05-05 13:39:45
0.7,8,"['дивиденды', 'компания']",['NVTK'],20575,2024-02-13 02:04:13
0.7,7,"['дивиденды', 'компания', 'финансы']",['T'],20571,2024-02-12 18:05:26
0.9,7,"['компания', 'продукт/контракты/инновации']",['ALRS'],6903,2021-04-19 17:30:03
0.0,5,"['компания', 'слияния/поглощения/корпоративные события']",['NL0009805522'],20584,2024-02-14 02:01:34
0.8,8,"['компания', 'отчётность/доходы', 'финансы']",['VTBR'],6906,2021-04-19 19:11:00
0.7,8,"['дивиденды', 'компания']",['MTSS'],10791,2021-10-12 09:30:00
-0.5,7,"['компания', 'финансы']",['AFLT'],2975,2020-08-07 12:00:00
0.5,7,"['макроэкономика', 'компания', 'сектор', 'рейтинги/аналитика']","['SBER', 'ALRS']",10789,2021-10-12 09:20:00
-0.5,6,"['компания', 'аналитика']",[],24511,2025-05-05 18:05:47
-0.5,7,"['отчётность/доходы', 'финансы', 'сектор']","['VTBR', 'SBER']",2980,2020-08-07 15:50:00
0.5,7,"['компания', 'отчётность/доходы', 'дивиденды']",['CHMF'],6904,2021-04-19 18:10:00
0.7,8,"['компания', 'отчётность/доходы']",['CHMF'],6902,2021-04-19 17:15:00
0.7,7,"['компания', 'продукт/контракты/инновации']",['ALRS'],6900,2021-04-19 16:53:21
-0.5,7,"['макроэкономика', 'геополитика', 'дивиденды', 'отчётность/доходы']","['GAZP', 'PLZL']",24507,2025-05-05 14:27:46
-0.2,7,"['компания', 'финансы', 'сектор']","['SBER', 'GAZP', 'GMKN', 'MAGN']",10796,2021-10-12 11:00:00
0.5,7,"['финансы', 'продукт/контракты/инновации']",['VTBR'],10799,2021-10-12 12:01:00
0.7,8,"['компания', 'отчётность/доходы']",['MAGN'],6908,2021-04-19 20:10:00
-0.5,7,"['финансы', 'судебные/регуляторные/санкции', 'слияния/поглощения/корпоративные события']",['VTBR'],24508,2025-05-05 14:50:00
1.0,8,"['дивиденды', 'компания']",['NVTK'],20586,2024-02-14 02:03:50
0.0,5,"['компания', 'корпоративные события']",['NL0009805522'],20588,2024-02-14 02:04:53
0.5,7,"['компания', 'сектор']",['GAZP'],6891,2021-04-19 13:38:05
1.0,8,"['дивиденды', 'компания']",['PHOR'],10786,2021-10-11 18:50:42
0.0,6,"['компания', 'корпоративные события']",['PLZL'],2981,2020-08-07 17:08:26
0.8,8,"['компания', 'продукт/контракты/инновации']",['T'],20583,2024-02-13 16:05:42
-0.5,7,"['компания', 'отчётность/доходы']",['GMKN'],6909,2021-04-19 20:51:06
-0.5,5,"['отчётность/доходы', 'компания']",['ALRS'],2986,2020-08-10 09:30:00
0.0,7,"['регуляция', 'финансы']","['NVTK', 'MGNT', 'GMKN', 'MAGN']",24503,2025-05-05 11:50:00
0.5,7,"['финансы', 'компания']","['VTBR', 'MOEX']",24510,2025-05-05 15:46:00
-0.5,7,"['компания', 'отчётность/доходы']",['ALRS'],10797,2021-10-12 11:15:00
-0.2,7,"['финансы', 'отчётность/доходы', 'сектор']",['VTBR'],2985,2020-08-10 09:20:00
0.7,7,"['компания', 'отчётность/доходы']",['ALRS'],10795,2021-10-12 10:40:00
-0.5,7,"['компания', 'отчётность/доходы']",['MAGN'],2982,2020-08-07 17:31:03
0.7,8,"['компания', 'отчётность/доходы', 'финансы']",['SBER'],2983,2020-08-07 18:00:00
0.7,7,"['компания', 'финансы']",['GMKN'],24512,2025-05-05 18:15:00
0.6,7,"['компания', 'отчётность/доходы', 'дивиденды']",['VTBR'],6905,2021-04-19 18:30:00
0.2,5,"['компания', 'продукт/контракты/инновации', 'конкуренция/рыночная доля']",['MGNT'],2971,2020-08-07 11:00:00
0.6,7,"['компания', 'сектор', 'менеджмент/кадровые изменения']",['VTBR'],6897,2021-04-19 16:00:00
0.7,7,"['компания', 'отчётность/доходы', 'дивиденды']",['ALRS'],10798,2021-10-12 11:45:00
-0.5,7,"['макроэкономика', 'геополитика', 'финансы', 'отчётность/доходы']",['VTBR'],6911,2021-04-19 21:00:00
-0.7,8,"['геополитика', 'санкции', 'сектор']","['RUAL', 'MOEX']",6907,2021-04-19 19:36:57
0.8,6,"['компания', 'продукт/контракты/инновации']",[],10800,2021-10-12 12:47:58
0.0,5,"['компания', 'менеджмент/кадровые изменения']",['GAZP'],2987,2020-08-10 09:40:00
0.0,5,"['компания', 'корпоративные события']",['NL0009805522'],20590,2024-02-14 02:05:56
0.0,5,"['компания', 'корпоративные события']",['NL0009805522'],20585,2024-02-14 02:03:44
-0.3,6,"['макроэкономика', 'компания', 'финансы']",['LKOH'],2988,2020-08-10 09:40:00
-0.5,7,"['слияния/поглощения/корпоративные события', 'компания']",['NL0009805522'],20594,2024-02-15 02:08:32
0.0,7,"['компания', 'отчётность/доходы', 'дивиденды', 'события/форс-мажор']",['NVTK'],20589,2024-02-14 02:04:54
0.0,7,"['компания', 'дивиденды', 'события/форс-мажор']","['GAZP', 'MTSS', 'TATN']",10788,2021-10-11 21:06:53
-0.7,7,"['макроэкономика', 'сектор', 'компания']","['GAZP', 'GMKN', 'LKOH', 'ROSN']",10794,2021-10-12 10:14:07
0.0,5,"['компания', 'корпоративные события']",['NVTK'],20587,2024-02-14 02:03:52
0.0,7,"['слияния/поглощения/корпоративные события', 'компания']",['NL0009805522'],20591,2024-02-14 02:06:01
0.7,8,"['компания', 'дивиденды', 'конкуренция/рыночная доля']","['T', 'VZ']",24513,2025-05-05 20:06:43
-0.5,7,"['компания', 'отчётность/доходы', 'финансы']",['VTBR'],2989,2020-08-10 10:35:00
0.8,7,"['компания', 'дивиденды', 'отчётность/доходы']",['ALRS'],10801,2021-10-12 13:30:00
0.0,7,"['дивиденды', 'события/форс-мажор', 'менеджмент/кадровые изменения']",['RUAL'],24514,2025-05-06 09:00:00
0.7,7,"['компания', 'отчётность/доходы', 'продукт/контракты/инновации']",['GMKN'],6910,2021-04-19 20:59:39
0.7,7,"['сектор', 'геополитика', 'компания']","['GAZP', 'NVTK']",14726,2022-04-08 16:19:36
-0.3,7,"['компания', 'отчётность/доходы', 'слияния/поглощения/корпоративные события']",['MGNT'],24509,2025-05-05 15:30:00
0.5,7,"['финансы', 'компания']",['VTBR'],20592,2024-02-14 11:05:00
0.0,5,"['компания', 'менеджмент/кадровые изменения']",['GAZP'],10792,2021-10-12 09:40:00
0.0,5,"['отчётность/доходы', 'события/форс-мажор', 'менеджмент/кадровые изменения']","['ALRS', 'GAZP', 'SIBN']",2984,2020-08-07 21:05:28
-0.3,7,"['компания', 'отчётность/доходы', 'сектор']",['CHMF'],24518,2025-05-06 12:30:00
0.5,7,"['события/форс-мажор', 'менеджмент/кадровые изменения', 'отчётность/доходы']","['GAZP', 'VTBR', 'MTSS']",6912,2021-04-19 21:08:56
0.2,6,"['регуляция', 'сектор', 'компания']",['PHOR'],2991,2020-08-10 11:50:00
0.5,7,"['финансы', 'компания']",['VTBR'],24517,2025-05-06 12:14:00
-0.7,8,"['сектор', 'конкуренция/рыночная доля', 'финансы']",['MAGN'],24515,2025-05-06 10:10:00
0.8,7,"['сектор', 'отчётность/доходы']",['AFLT'],10804,2021-10-12 15:17:31
-0.8,8,"['компания', 'регуляция', 'санкции']",['SBER'],14727,2022-04-08 16:56:05
0.5,7,"['финансы', 'компания']",['VTBR'],20595,2024-02-15 11:44:00
-0.6,8,"['регуляция', 'санкции', 'компания']",['ALRS'],14728,2022-04-08 17:00:00
0.8,7,"['компания', 'дивиденды', 'рейтинги/аналитика']",['T'],20593,2024-02-14 21:05:23
0.7,8,"['дивиденды', 'компания', 'финансы']",['SBER'],2993,2020-08-10 12:20:00
0.2,6,"['финансы', 'продукт/контракты/инновации']","['VTBR', 'MOEX']",2992,2020-08-10 11:51:00
-0.5,7,"['сектор', 'компания', 'отчётность/доходы']",['CHMF'],24516,2025-05-06 10:20:00
0.5,7,"['финансы', 'продукт/контракты/инновации']",['VTBR'],20599,2024-02-16 12:29:00
0.0,5,"['компания', 'события/форс-мажор']",['MOEX'],14729,2022-04-08 17:33:03
0.5,7,"['компания', 'финансы']",['GAZP'],20601,2024-02-16 15:30:00
0.0,7,"['макроэкономика', 'геополитика']","['GAZP', 'NVTK']",10802,2021-10-12 14:04:17
0.2,7,"['компания', 'отчётность/доходы', 'дивиденды']",['PHOR'],24523,2025-05-06 18:54:36
-0.5,7,"['регуляция', 'конкуренция/рыночная доля']",[],14725,2022-04-08 15:41:32
0.7,7,"['компания', 'отчётность/доходы']",['ALRS'],2994,2020-08-10 12:43:15
0.5,8,"['отчётность/доходы', 'финансы', 'дивиденды']",['SBER'],2990,2020-08-10 11:20:00
0.6,7,"['компания', 'финансы', 'отчётность/доходы', 'дивиденды']",['T'],20597,2024-02-15 17:05:18
0.7,8,"['компания', 'дивиденды', 'конкуренция/рыночная доля']","['T', 'VZ']",20598,2024-02-15 18:05:19
0.8,8,"['компания', 'финансы', 'отчётность/доходы', 'дивиденды', 'рейтинги/аналитика']",['PHOR'],10803,2021-10-12 15:06:00
0.7,7,"['компания', 'сектор', 'финансы']",['MOEX'],14731,2022-04-08 20:31:23
0.8,7,"['компания', 'отчётность/доходы', 'рейтинги/аналитика']",['T'],24521,2025-05-06 17:06:57
0.5,7,"['компания', 'финансы']","['CHMF', 'MOEX']",24522,2025-05-06 17:24:00
0.5,7,"['отчётность/доходы', 'менеджмент/кадровые изменения', 'события/форс-мажор']","['ALRS', 'LKOH']",14732,2022-04-08 21:34:08
0.5,7,"['слияния/поглощения/корпоративные события', 'компания']",['T'],20600,2024-02-16 13:07:39
0.8,7,"['компания', 'геополитика', 'продукт/контракты/инновации']",['GAZP'],24520,2025-05-06 16:49:38
-0.5,7,"['дивиденды', 'отчётность/доходы']","['GAZP', 'SBER']",24525,2025-05-06 19:48:09
-0.7,7,"['компания', 'отчётность/доходы', 'дивиденды']",['MAGN'],24519,2025-05-06 15:00:00
0.8,8,"['дивиденды', 'компания']",['MAGN'],10809,2021-10-12 18:12:30
0.7,8,"['отчётность/доходы', 'финансы']",['GMKN'],2995,2020-08-10 13:35:00
0.7,7,"['компания', 'слияния/поглощения/корпоративные события', 'продукт/контракты/инновации']",[],10808,2021-10-12 17:15:30
0.5,6,"['сектор', 'компания']","['MOEX', 'SBER']",10807,2021-10-12 16:40:00
0.8,8,"['компания', 'сектор', 'дивиденды', 'отчётность/доходы']",['SBER'],2998,2020-08-10 15:09:08
0.7,7,"['сектор', 'компания', 'продукт/контракты/инновации']","['SIBN', 'GAZP']",10806,2021-10-12 15:55:44
-0.5,7,"['компания', 'дивиденды', 'менеджмент/кадровые изменения']","['GMKN', 'RUAL']",10805,2021-10-12 15:50:00
0.2,6,"['компания', 'регуляция']",['ALRS'],24526,2025-05-06 19:58:53
0.5,7,"['менеджмент/кадровые изменения', 'компания']",['AFLT'],14734,2022-04-09 09:53:15
0.7,7,"['дивиденды', 'финансы']",[],20596,2024-02-15 14:05:20
-0.5,7,"['регуляция', 'конкуренция/рыночная доля', 'судебные/регуляторные/санкции']",[],2997,2020-08-10 14:25:00
0.1,6,"['компания', 'сектор']",['GAZP'],14737,2022-04-10 10:51:07
-0.7,7,"['дивиденды', 'финансы', 'компания']",['GAZP'],24524,2025-05-06 19:27:00
0.8,7,"['компания', 'дивиденды', 'рейтинги/аналитика']",['T'],20602,2024-02-16 21:05:20
0.5,7,"['макроэкономика', 'сектор']","['GAZP', 'NVTK']",10811,2021-10-12 20:14:10
1.0,7,"['компания', 'отчётность/доходы']",['ALRS'],14740,2022-04-11 09:30:00
-0.7,7,"['дивиденды', 'отчётность/доходы']",['AFLT'],14733,2022-04-08 22:05:55
-0.5,7,"['геополитика', 'санкции', 'сектор']",['MTSS'],14730,2022-04-08 20:10:00
0.1,7,"['сектор', 'компания']",['GAZP'],14735,2022-04-09 11:48:31
0.8,7,"['компания', 'отчётность/доходы']",['MAGN'],10817,2021-10-13 10:12:44
0.5,7,"['макроэкономика', 'регуляция', 'сектор']","['GMKN', 'ALRS', 'GAZP']",14742,2022-04-11 10:20:00
1.0,8,"['дивиденды', 'компания']","['MGNT', 'MAGN']",20606,2024-02-18 02:02:53
0.7,8,"['компания', 'регуляция']",['NVTK'],14739,2022-04-11 09:07:29
1.0,8,"['дивиденды', 'компания']","['MGNT', 'MAGN']",20605,2024-02-18 02:01:48
-0.2,6,"['макроэкономика', 'регуляция']",['MOEX'],10815,2021-10-13 10:00:00
0.7,8,"['компания', 'отчётность/доходы', 'дивиденды']",['GMKN'],3000,2020-08-10 15:30:00
0.5,7,"['геополитика', 'сектор', 'регуляция']","['GAZP', 'SIBN']",24527,2025-05-06 21:23:41
0.8,8,"['макроэкономика', 'сектор', 'компания', 'рейтинги/аналитика']",['ROSN'],10810,2021-10-12 18:45:00
0.7,7,"['финансы', 'компания']",['SBER'],14738,2022-04-11 08:47:07
0.3,7,"['макроэкономика', 'регуляция', 'сектор']","['SIBN', 'ROSN']",24530,2025-05-07 09:25:00
0.8,7,"['компания', 'дивиденды', 'рейтинги/аналитика']",['T'],20611,2024-02-19 18:05:20
-0.5,7,"['макроэкономика', 'отчётность/доходы', 'сектор']","['MAGN', 'SBER']",10816,2021-10-13 10:12:06
0.7,7,"['сектор', 'финансы', 'продукт/контракты/инновации']","['MOEX', 'SBER']",3007,2020-08-10 17:40:00
